"pod__timereceive","pod__coordinate","custom_field__cod"
2026-01-07 12:45:36.000,"-6.9516,107.6840883",NONCOD
2026-01-07 13:53:00.000,"-6.9141483,107.6375529",NONCOD
2026-01-07 13:12:47.000,"-6.9647683,107.680585",NONCOD
2026-01-07 12:54:39.000,"-6.91995,107.6102028",NONCOD
2026-01-07 12:10:09.000,"-6.94697,107.637055",NONCOD
2026-01-07 18:50:00.000,"-6.7978016,107.5333186",NONCOD
2026-01-07 13:32:57.000,"-6.901334,107.6947167",NONCOD
2026-01-07 12:05:30.000,"-6.9721374,107.5595303",NONCOD
2026-01-07 14:56:27.000,"-6.8897006,107.6769673",NONCOD
2026-01-07 16:40:40.000,"-6.957712,107.600545",NONCOD
2026-01-07 14:13:47.000,"-6.9771228,107.57785",NONCOD
2026-01-07 15:16:09.000,"-6.8948981,107.6304126",NONCOD
2026-01-07 15:43:33.000,"-6.9260903,107.5996373",NONCOD
2026-01-07 11:41:23.000,"-6.9653483,107.5674967",NONCOD
2026-01-07 14:19:55.000,"-6.9108303,107.6160219",NONCOD
2026-01-07 13:50:34.000,"-6.9430406,107.6102947",NONCOD
2026-01-07 16:12:06.000,"-6.8793978,107.467745",NONCOD
2026-01-07 13:11:27.000,"-6.9184969,107.7067454",NONCOD
2026-01-07 13:46:19.000,"-6.9126783,107.6258583",NONCOD
2026-01-07 13:47:09.000,"-6.9263278,107.619415",NONCOD
2026-01-07 14:12:24.000,"-6.8846931,107.6483492",NONCOD
2026-01-07 13:20:58.000,"-6.9284197,107.6220232",NONCOD
2026-01-07 12:28:22.000,"-6.9511267,107.6643383",NONCOD
2026-01-07 11:25:26.000,"-6.9025458,107.6609826",NONCOD
2026-01-07 16:40:57.000,"-6.7621762,107.3767931",NONCOD
2026-01-07 12:49:19.000,"-6.9202974,107.6106291",NONCOD
2026-01-07 14:51:41.000,"-6.9277347,107.6034609",NONCOD
2026-01-07 14:12:24.000,"-6.8846931,107.6483492",NONCOD
2026-01-07 11:12:45.000,"-6.9998195,107.5479259",NONCOD
2026-01-07 13:47:23.000,"-6.9233045,107.6097676",NONCOD
2026-01-07 15:21:57.000,"-6.9157354,107.579319",NONCOD
2026-01-07 15:35:14.000,"-6.8741542,107.5964473",NONCOD
2026-01-07 13:31:23.000,"-6.9045989,107.6637829",NONCOD
2026-01-07 13:32:33.000,"-6.9077167,107.59819",NONCOD
2026-01-07 14:16:35.000,"-6.9009779,107.6154643",NONCOD
2026-01-07 12:54:39.000,"-6.91995,107.6102028",NONCOD
2026-01-07 13:20:58.000,"-6.9284197,107.6220232",NONCOD
2026-01-07 17:13:24.000,"-6.9021218,107.6169797",NONCOD
2026-01-07 12:12:05.000,"-6.9521326,107.6342147",NONCOD
2026-01-07 11:36:48.000,"-7.0160307,107.5363687",NONCOD
2026-01-07 14:30:16.000,"-6.8718514,107.5843188",NONCOD
2026-01-07 14:12:21.000,"-6.9770632,107.5764292",NONCOD
2026-01-07 13:35:41.000,"-6.9275857,107.7416067",NONCOD
2026-01-07 14:30:16.000,"-6.8718514,107.5843188",NONCOD
2026-01-07 15:12:15.000,"-6.9211988,107.6351806",NONCOD
2026-01-07 14:06:13.000,"-6.9461512,107.7376314",NONCOD
2026-01-07 15:25:06.000,"-6.8937147,107.564043",NONCOD
2026-01-07 15:38:23.000,"-6.8840303,107.6325514",NONCOD
2026-01-07 12:16:22.000,"-6.9464717,107.6693417",NONCOD
2026-01-07 12:29:46.000,"-6.9395331,107.6626749",NONCOD
2026-01-07 13:09:29.000,"-6.9118897,107.6588915",NONCOD
2026-01-07 13:41:16.000,"-6.889446,107.5810822",NONCOD
2026-01-07 12:04:09.000,"-6.9582431,107.6446142",NONCOD
2026-01-07 13:51:09.000,"-6.9117267,107.609171",NONCOD
2026-01-07 17:08:40.000,"-6.904234,107.6208308",NONCOD
2026-01-07 16:57:24.000,"-6.8868913,107.6049145",NONCOD
2026-01-07 13:37:08.000,"-6.9206419,107.6074009",NONCOD
2026-01-07 11:35:28.000,"-6.9611238,107.5677214",NONCOD
2026-01-07 13:50:34.000,"-6.9430406,107.6102947",NONCOD
2026-01-07 13:50:34.000,"-6.9430406,107.6102947",NONCOD
2026-01-07 14:49:39.000,"-6.9500767,107.5944599",NONCOD
2026-01-07 15:30:51.000,"-7.0087304,107.5510311",NONCOD
2026-01-07 14:20:43.000,"-6.9318392,107.6558185",NONCOD
2026-01-07 14:39:48.000,"-6.9361617,107.6016005",NONCOD
2026-01-07 14:24:27.000,"-6.9463393,107.6364576",NONCOD
2026-01-07 13:58:40.000,"-6.9530824,107.6808705",NONCOD
2026-01-07 11:38:11.000,"-6.96317,107.567065",NONCOD
2026-01-07 12:37:01.000,"-6.9268121,107.6154989",NONCOD
2026-01-07 14:37:37.000,"-6.9462536,107.7086067",NONCOD
2026-01-07 12:29:27.000,"-6.9501533,107.6826433",NONCOD
2026-01-07 15:44:48.000,"-6.8656943,107.625414",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 13:41:21.000,"-6.8897185,107.6261587",NONCOD
2026-01-07 15:04:38.000,"-6.9162733,107.611576",NONCOD
2026-01-07 15:04:38.000,"-6.9162733,107.611576",NONCOD
2026-01-07 15:04:38.000,"-6.9162733,107.611576",NONCOD
2026-01-07 13:37:05.000,"-6.9686535,107.5740272",NONCOD
2026-01-07 13:37:05.000,"-6.9686535,107.5740272",NONCOD
2026-01-07 13:38:58.000,"-6.9685858,107.5740529",NONCOD
2026-01-07 15:54:02.000,"-6.9687358,107.5748755",NONCOD
2026-01-07 15:07:42.000,"-7.0583573,107.5415891",NONCOD
2026-01-07 15:56:38.000,"-6.9660424,107.5431617",NONCOD
2026-01-07 18:56:41.000,"-7.0446468,107.5512403",NONCOD
2026-01-07 14:13:10.000,"-6.991995,107.5559233",NONCOD
2026-01-07 14:45:41.000,"-7.0276145,107.5139218",NONCOD
2026-01-07 13:26:07.000,"-6.8779432,107.5905104",NONCOD
2026-01-07 12:50:38.000,"-6.8701479,107.5893318",NONCOD
2026-01-07 12:50:38.000,"-6.8701458,107.5893357",NONCOD
2026-01-07 12:50:38.000,"-6.8701458,107.5893357",NONCOD
2026-01-07 13:26:07.000,"-6.8779432,107.5905104",NONCOD
2026-01-07 12:50:38.000,"-6.8701479,107.5893318",NONCOD
2026-01-07 16:16:45.000,"-6.8704179,107.5930504",NONCOD
2026-01-07 14:30:23.000,"-6.9220259,107.6585853",NONCOD
2026-01-08 07:03:36.000,"-6.9406786,107.4697056",NONCOD
2026-01-03 12:20:57.000,"-6.9108756,107.6433827",NONCOD
2026-01-03 11:50:45.000,"-6.9443292,107.659933",NONCOD
2026-01-03 13:27:48.000,"-6.9236328,107.6420045",NONCOD
2026-01-03 13:11:20.000,"-6.948185,107.6639333",NONCOD
2026-01-03 14:53:02.000,"-6.8939616,107.6278941",NONCOD
2026-01-03 12:14:57.000,"-6.9493491,107.6159567",NONCOD
2026-01-03 11:54:23.000,"-6.9710879,107.6650962",NONCOD
2026-01-03 13:35:20.000,"-6.9720084,107.6485172",NONCOD
2026-01-03 10:10:54.000,"-6.9800125,107.634915",NONCOD
2026-01-03 14:25:23.000,"-6.9475184,107.5629533",NONCOD
2026-01-03 13:25:08.000,"-7.0418872,107.5444953",NONCOD
2026-01-03 14:49:29.000,"-6.9403365,107.5796976",NONCOD
2026-01-03 13:30:48.000,"-6.9349179,107.6252478",NONCOD
2026-01-03 13:00:47.000,"-6.8918764,107.6152341",NONCOD
2026-01-03 13:21:39.000,"-6.9076133,107.6603582",NONCOD
2026-01-03 13:50:02.000,"-6.9360386,107.5952986",NONCOD
2026-01-03 12:27:49.000,"-6.9152791,107.6341712",NONCOD
2026-01-03 12:22:29.000,"-6.9519218,107.611875",NONCOD
2026-01-03 14:49:00.000,"-6.9277255,107.6034491",NONCOD
2026-01-03 13:21:33.000,"-6.9438882,107.6349098",NONCOD
2026-01-03 10:07:55.000,"-6.981893,107.6338909",NONCOD
2026-01-03 12:18:07.000,"-6.9403872,107.6588331",NONCOD
2026-01-03 13:17:43.000,"-6.9168948,107.6107193",NONCOD
2026-01-03 12:31:55.000,"-6.9315482,107.638316",NONCOD
2026-01-03 15:28:14.000,"-6.9323662,107.5647197",NONCOD
2026-01-03 13:39:03.000,"-6.8927994,107.5969721",NONCOD
2026-01-03 13:29:33.000,"-6.9066578,107.64922",NONCOD
2026-01-03 12:46:01.000,"-6.9578417,107.6732467",NONCOD
2026-01-03 14:49:29.000,"-6.9403365,107.5796976",NONCOD
2026-01-03 15:12:45.000,"-6.9414212,107.6069598",NONCOD
2026-01-03 13:24:30.000,"-6.9190117,107.6178283",NONCOD
2026-01-04 12:16:08.000,"-6.9414211,107.6619324",NONCOD
2026-01-04 15:03:55.000,"-6.9270201,107.7512511",NONCOD
2026-01-04 15:14:27.000,"-6.8941054,107.6290164",NONCOD
2026-01-04 15:38:47.000,"-6.9499483,107.6833575",NONCOD
2026-01-04 14:03:14.000,"-7.0226869,107.5297829",NONCOD
2026-01-05 13:35:43.000,"-6.9211106,107.6507541",NONCOD
2026-01-05 11:48:09.000,"-6.9413564,107.6581905",NONCOD
2026-01-05 14:15:03.000,"-7.0228076,107.5329888",NONCOD
2026-01-05 12:44:37.000,"-6.9340276,107.6615374",NONCOD
2026-01-06 15:31:03.000,"-6.9179951,107.5854595",NONCOD
2026-01-06 16:38:38.000,"-6.8978114,107.6348308",NONCOD
2026-01-06 15:14:18.000,"-6.9122201,107.7136497",NONCOD
2026-01-06 15:34:23.000,"-6.9282392,107.5697873",NONCOD
2026-01-06 13:20:25.000,"-6.9110749,107.599816",NONCOD
2026-01-06 11:16:55.000,"-6.9693235,107.590796",NONCOD
2026-01-06 14:25:07.000,"-6.9172791,107.5958679",NONCOD
2026-01-06 14:48:12.000,"-6.92109,107.6974598",NONCOD
2026-01-06 11:59:20.000,"-6.8798138,107.4857279",NONCOD
2026-01-06 16:19:03.000,"-6.8785117,107.599568",NONCOD
2026-01-06 15:55:41.000,"-6.9090351,107.6361446",NONCOD
2026-01-06 14:36:59.000,"-6.9566567,107.6852267",NONCOD
2026-01-06 13:50:32.000,"-6.9228217,107.6099793",NONCOD
2026-01-06 14:49:14.000,"-6.9393933,107.6624414",NONCOD
2026-01-06 15:14:52.000,"-6.9163488,107.6385855",NONCOD
2026-01-06 14:23:43.000,"-6.9220079,107.6279437",NONCOD
2026-01-06 15:09:39.000,"-6.943678,107.5615489",NONCOD
2026-01-06 16:39:34.000,"-6.9316976,107.552292",NONCOD
2026-01-06 15:47:42.000,"-6.932158,107.5841032",NONCOD
2026-01-06 14:22:30.000,"-6.8813711,107.6042623",NONCOD
2026-01-06 14:22:30.000,"-6.8813711,107.6042623",NONCOD
2026-01-06 13:41:54.000,"-6.9330773,107.6586298",NONCOD
2026-01-06 16:14:27.000,"-6.9003933,107.6278152",NONCOD
2026-01-06 14:33:21.000,"-6.9270628,107.6906981",NONCOD
2026-01-06 15:10:18.000,"-6.858844,107.5956351",NONCOD
2026-01-06 15:06:48.000,"-6.8695992,107.5779551",NONCOD
2026-01-06 16:17:37.000,"-6.9452835,107.6064943",NONCOD
2026-01-06 13:54:00.000,"-6.8898459,107.5925101",NONCOD
2026-01-06 14:47:29.000,"-6.9120476,107.5841686",NONCOD
2026-01-06 13:31:18.000,"-6.8940657,107.5899927",NONCOD
2026-01-06 15:16:31.000,"-6.9485907,107.7190621",NONCOD
2026-01-06 14:50:00.000,"-6.9533502,107.6040797",NONCOD
2026-01-06 15:34:07.000,"-6.9398203,107.5900062",NONCOD
2026-01-06 16:26:39.000,"-6.9346852,107.5522141",NONCOD
2026-01-06 15:08:26.000,"-6.9320434,107.5996974",NONCOD
2026-01-06 15:45:55.000,"-6.9507397,107.5775364",NONCOD
2026-01-06 14:58:30.000,"-7.026805,107.5410917",NONCOD
2026-01-06 15:23:26.000,"-6.9384589,107.5885876",NONCOD
2026-01-06 16:21:36.000,"-6.9006601,107.5956104",NONCOD
2026-01-06 14:47:46.000,"-6.9552984,107.6050493",NONCOD
2026-01-06 14:41:03.000,"-6.8915002,107.5617138",NONCOD
2026-01-06 15:17:11.000,"-6.9290752,107.5909552",NONCOD
2026-01-06 13:15:51.000,"-6.9461311,107.6693948",NONCOD
2026-01-06 15:54:28.000,"-6.8896649,107.6133463",NONCOD
2026-01-06 15:21:23.000,"-6.9143598,107.6357735",NONCOD
2026-01-06 13:02:55.000,"-6.9143617,107.604595",NONCOD
2026-01-06 14:34:58.000,"-6.9206584,107.6162422",NONCOD
2026-01-06 14:00:10.000,"-6.9193616,107.6152284",NONCOD
2026-01-06 17:19:06.000,"-6.9320883,107.562119",NONCOD
2026-01-06 17:43:16.000,"-6.9045655,107.5762575",NONCOD
2026-01-06 13:53:54.000,"-6.91521,107.6157633",NONCOD
2026-01-06 14:28:24.000,"-6.9204158,107.6311064",NONCOD
2026-01-06 14:19:19.000,"-6.903802,107.606839",NONCOD
2026-01-06 14:36:28.000,"-6.925154,107.6186274",NONCOD
2026-01-06 13:21:50.000,"-6.916942,107.6256349",NONCOD
2026-01-06 17:29:17.000,"-6.9067552,107.5853901",NONCOD
2026-01-06 13:53:58.000,"-6.8782924,107.5907065",NONCOD
2026-01-06 13:16:35.000,"-6.9297975,107.6108554",NONCOD
2026-01-06 15:53:23.000,"-6.8779338,107.5977283",NONCOD
2026-01-06 14:12:39.000,"-6.9205007,107.6536925",NONCOD
2026-01-06 15:18:13.000,"-6.9666162,107.5660179",NONCOD
2026-01-06 15:06:36.000,"-6.9330568,107.5764461",NONCOD
2026-01-06 14:33:02.000,"-6.9136117,107.5897117",NONCOD
2026-01-06 15:17:02.000,"-6.9770869,107.6073601",NONCOD
2026-01-06 17:19:04.000,"-6.8368082,107.4886126",NONCOD
2026-01-06 13:34:58.000,"-6.9204019,107.6106927",NONCOD
2026-01-06 15:09:30.000,"-6.8943676,107.6234135",NONCOD
2026-01-06 15:25:13.000,"-6.8817495,107.6322614",NONCOD
2026-01-06 12:59:44.000,"-6.9415895,107.6319496",NONCOD
2026-01-06 14:02:18.000,"-6.9189586,107.6178317",NONCOD
2026-01-06 14:38:44.000,"-6.9151807,107.5988917",NONCOD
2026-01-06 14:36:55.000,"-6.981029,107.6363878",NONCOD
2026-01-06 14:34:22.000,"-6.9935925,107.5664105",NONCOD
2026-01-07 13:57:06.000,"-6.947427,107.5849657",
2026-01-07 13:24:23.000,"-6.9053313,107.6820522",NONCOD
2026-01-07 15:02:14.000,"-6.9129437,107.6290299",NONCOD
2026-01-07 16:40:29.000,"-6.9270188,107.561628",NONCOD
2026-01-07 18:31:33.000,"-6.9672133,107.3784017",NONCOD
2026-01-07 10:52:58.000,"-6.8403569,107.4793532",NONCOD
2026-01-07 11:03:11.000,"-6.8399309,107.4785212",NONCOD
2026-01-07 10:53:11.000,"-6.837905,107.4732414",NONCOD
2026-01-07 11:03:48.000,"-6.9863894,107.6441804",NONCOD
2026-01-07 12:12:21.000,"-6.9423732,107.6596774",NONCOD
2026-01-07 12:14:21.000,"-6.944864,107.6290977",NONCOD
2026-01-07 13:59:28.000,"-6.8938076,107.5720676",NONCOD
2026-01-07 13:13:23.000,"-6.9554471,107.6138522",NONCOD
2026-01-07 15:14:01.000,"-6.9643671,107.5706716",NONCOD
2026-01-07 13:17:31.000,"-6.918152,107.6496396",NONCOD
2026-01-07 15:14:09.000,"-6.9649667,107.5691967",NONCOD
2026-01-07 13:24:36.000,"-6.91163,107.6551617",NONCOD
2026-01-07 13:34:40.000,"-6.9472117,107.656135",NONCOD
2026-01-07 12:58:27.000,"-6.9144701,107.6051617",NONCOD
2026-01-07 14:12:15.000,"-6.9488927,107.580481",NONCOD
2026-01-07 12:48:21.000,"-6.9058908,107.6500398",NONCOD
2026-01-07 14:44:25.000,"-6.9518711,107.6061213",NONCOD
2026-01-07 13:43:51.000,"-6.9525197,107.5883401",NONCOD
2026-01-07 15:24:13.000,"-6.8903025,107.5840095",NONCOD
2026-01-07 10:56:03.000,"-6.9065268,107.567445",NONCOD
2026-01-07 12:34:34.000,"-6.9385425,107.632368",NONCOD
2026-01-07 14:00:39.000,"-6.941654,107.7133327",NONCOD
2026-01-07 14:12:24.000,"-6.8846931,107.6483492",NONCOD
2026-01-07 17:36:59.000,"-6.8590766,107.5284459",NONCOD
2026-01-07 14:49:16.000,"-6.9035494,107.6732185",NONCOD
2026-01-07 14:51:14.000,"-6.8806565,107.6378251",NONCOD
2026-01-07 14:44:51.000,"-6.9518711,107.6061213",NONCOD
2026-01-07 17:40:35.000,"-6.9158617,107.6005225",NONCOD
2026-01-07 13:58:40.000,"-6.9530824,107.6808705",NONCOD
2026-01-07 12:45:15.000,"-6.9266921,107.6994812",NONCOD
2026-01-07 11:59:01.000,"-6.9492487,107.6346862",NONCOD
2026-01-01 14:49:16.000,"-6.805975,107.6094193",NONCOD
2026-01-01 13:04:15.000,"-6.8909116,107.6269825",NONCOD
2026-01-01 13:04:15.000,"-6.8909116,107.6269825",NONCOD
2026-01-01 14:28:39.000,"-6.8712792,107.5868402",NONCOD
2026-01-02 15:48:22.000,"-6.9168453,107.6108011",NONCOD
2026-01-03 12:14:49.000,"-6.9214438,107.5821506",NONCOD
2026-01-03 12:14:49.000,"-6.9214438,107.5821506",NONCOD
2026-01-03 16:30:48.000,"-6.8983712,107.6377337",NONCOD
2026-01-03 14:31:25.000,"-6.8868342,107.6195308",NONCOD
2026-01-03 16:25:30.000,"-6.9517726,107.6268412",NONCOD
2026-01-03 14:25:33.000,"-6.8999139,107.6198034",NONCOD
2026-01-03 14:31:13.000,"-6.8945628,107.5600043",NONCOD
2026-01-03 12:58:53.000,"-6.9241802,107.6861556",NONCOD
2026-01-03 13:59:06.000,"-6.9541237,107.5840048",NONCOD
2026-01-03 12:49:37.000,"-6.9128083,107.6250617",NONCOD
2026-01-03 15:12:58.000,"-6.8919625,107.6314507",NONCOD
2026-01-03 12:03:00.000,"-6.9062362,107.6161296",NONCOD
2026-01-03 14:09:15.000,"-6.9557528,107.5781336",NONCOD
2026-01-03 10:19:52.000,"-6.8611859,107.5040781",NONCOD
2026-01-03 15:35:00.000,"-6.910434,107.6078867",NONCOD
2026-01-03 14:27:29.000,"-6.9269303,107.585629",NONCOD
2026-01-03 11:50:02.000,"-6.9443604,107.6390959",NONCOD
2026-01-03 15:00:58.000,"-6.9341776,107.6930155",NONCOD
2026-01-03 12:06:55.000,"-6.9069331,107.617365",NONCOD
2026-01-03 12:30:10.000,"-6.9200878,107.6105126",NONCOD
2026-01-03 13:16:49.000,"-6.9074845,107.5801627",NONCOD
2026-01-03 11:44:43.000,"-6.9347005,107.6204729",NONCOD
2026-01-03 11:50:02.000,"-6.9443604,107.6390959",NONCOD
2026-01-03 12:32:59.000,"-6.9200878,107.6105126",NONCOD
2026-01-03 13:33:23.000,"-6.9819532,107.563007",NONCOD
2026-01-03 15:04:55.000,"-6.9210708,107.6239227",NONCOD
2026-01-03 12:44:26.000,"-6.9169224,107.6256255",NONCOD
2026-01-03 09:57:28.000,"-6.986195,107.6273301",NONCOD
2026-01-03 17:22:17.000,"-6.8997215,107.6447086",NONCOD
2026-01-03 16:27:03.000,"-6.8985582,107.6367571",NONCOD
2026-01-03 13:42:39.000,"-6.9217786,107.6171833",NONCOD
2026-01-03 13:00:47.000,"-6.8918764,107.6152341",NONCOD
2026-01-03 12:08:37.000,"-6.9257479,107.5847831",NONCOD
2026-01-03 11:41:41.000,"-6.9347005,107.6204729",NONCOD
2026-01-03 14:23:23.000,"-6.9049279,107.5706329",NONCOD
2026-01-04 15:55:30.000,"-6.8975378,107.6477789",NONCOD
2026-01-04 13:55:39.000,"-6.9010635,107.60441",NONCOD
2026-01-04 14:22:11.000,"-6.8767078,107.5791141",NONCOD
2026-01-04 12:15:46.000,"-6.9408085,107.6574789",NONCOD
2026-01-05 16:13:32.000,"-6.8882513,107.6475115",NONCOD
2026-01-05 11:48:13.000,"-6.958923,107.6337362",NONCOD
2026-01-05 10:15:31.000,"-6.8914734,107.6017018",NONCOD
2026-01-05 14:16:56.000,"-6.9399987,107.7423797",NONCOD
2026-01-05 11:53:42.000,"-6.8818433,107.6756902",NONCOD
2026-01-05 11:31:38.000,"-6.90973,107.5570599",NONCOD
2026-01-05 12:55:36.000,"-6.9248107,107.6117211",NONCOD
2026-01-05 13:17:08.000,"-6.9380285,107.6105306",NONCOD
2026-01-06 15:18:26.000,"-6.8649631,107.6535341",NONCOD
2026-01-06 13:32:30.000,"-6.9529444,107.6232764",NONCOD
2026-01-06 18:11:04.000,"-6.8861994,107.6022699",NONCOD
2026-01-06 15:35:39.000,"-6.9690259,107.58588",NONCOD
2026-01-06 13:34:02.000,"-6.9200454,107.6042148",NONCOD
2026-01-06 15:03:03.000,"-6.9160898,107.6028513",NONCOD
2026-01-06 16:01:49.000,"-6.9359384,107.5792492",NONCOD
2026-01-06 15:30:43.000,"-6.9538402,107.5604222",NONCOD
2026-01-06 15:43:11.000,"-6.8723483,107.5963939",NONCOD
2026-01-06 13:58:20.000,"-6.9058333,107.6487905",NONCOD
2026-01-06 15:06:38.000,"-6.934334,107.5912726",NONCOD
2026-01-06 11:43:32.000,"-6.9833749,107.6211884",NONCOD
2026-01-06 13:18:10.000,"-6.9400914,107.6258661",NONCOD
2026-01-06 13:01:32.000,"-6.9421885,107.6635482",NONCOD
2026-01-06 14:51:35.000,"-6.9786969,107.5856393",NONCOD
2026-01-06 15:35:02.000,"-6.8659634,107.63922",NONCOD
2026-01-06 15:27:54.000,"-6.8756024,107.5812488",NONCOD
2026-01-06 15:23:24.000,"-6.9166163,107.5844261",NONCOD
2026-01-06 16:37:29.000,"-6.9035137,107.5901227",NONCOD
2026-01-06 14:05:14.000,"-6.8905026,107.5804785",NONCOD
2026-01-06 12:56:55.000,"-6.9530417,107.6821833",NONCOD
2026-01-06 15:12:37.000,"-6.8895695,107.6240465",NONCOD
2026-01-06 18:21:32.000,"-6.891693,107.6053566",NONCOD
2026-01-06 14:15:59.000,"-6.9513866,107.586003",NONCOD
2026-01-06 14:36:11.000,"-6.9423696,107.7136243",NONCOD
2026-01-06 14:15:53.000,"-6.8923693,107.6017539",NONCOD
2026-01-06 12:30:14.000,"-6.9437189,107.6275575",NONCOD
2026-01-06 12:53:41.000,"-6.9651051,107.6675387",NONCOD
2026-01-06 13:39:29.000,"-6.9551267,107.6618217",NONCOD
2026-01-06 14:31:05.000,"-6.9260456,107.6623231",NONCOD
2026-01-06 15:34:51.000,"-6.8960763,107.623711",NONCOD
2026-01-06 14:08:53.000,"-6.9316832,107.6255321",NONCOD
2026-01-06 13:46:11.000,"-6.9048916,107.6556988",NONCOD
2026-01-06 14:26:50.000,"-6.9295065,107.7017084",NONCOD
2026-01-06 14:58:35.000,"-6.974396,107.6438762",NONCOD
2026-01-06 13:36:46.000,"-6.9570033,107.6616717",NONCOD
2026-01-06 14:04:58.000,"-6.9330773,107.6586298",NONCOD
2026-01-06 12:29:27.000,"-6.9409,107.6573235",NONCOD
2026-01-06 13:33:22.000,"-6.9116817,107.6231783",NONCOD
2026-01-06 15:41:48.000,"-6.8456283,107.4729267",NONCOD
2026-01-06 15:41:48.000,"-6.8456283,107.4729267",NONCOD
2026-01-06 12:52:58.000,"-6.9612245,107.6499057",NONCOD
2026-01-06 15:39:31.000,"-6.961076,107.6019865",NONCOD
2026-01-06 16:14:36.000,"-6.8397345,107.5869353",NONCOD
2026-01-06 15:12:51.000,"-6.9342034,107.5750431",NONCOD
2026-01-06 14:49:24.000,"-6.8977809,107.5614791",NONCOD
2026-01-06 15:13:17.000,"-6.8943676,107.6234135",NONCOD
2026-01-06 16:14:33.000,"-6.9455022,107.60764",NONCOD
2026-01-06 15:46:30.000,"-6.893697,107.6262467",NONCOD
2026-01-06 14:44:21.000,"-6.9120476,107.5841686",NONCOD
2026-01-06 16:06:11.000,"-6.9326172,107.5573777",NONCOD
2026-01-06 15:38:30.000,"-6.9149564,107.5916357",NONCOD
2026-01-06 14:25:45.000,"-6.91181,107.58661",NONCOD
2026-01-06 15:03:32.000,"-6.8833955,107.5810386",NONCOD
2026-01-06 14:33:21.000,"-6.9083377,107.6660489",NONCOD
2026-01-06 14:54:47.000,"-6.9273817,107.596997",NONCOD
2026-01-06 13:29:44.000,"-6.9137291,107.6596667",NONCOD
2026-01-06 17:15:00.000,"-6.9320883,107.562119",NONCOD
2026-01-06 15:48:46.000,"-6.879237,107.6191953",NONCOD
2026-01-06 15:55:38.000,"-6.8919154,107.6151643",NONCOD
2026-01-06 10:31:52.000,"-6.867169,107.5181835",NONCOD
2026-01-06 14:25:32.000,"-6.9147881,107.6099437",NONCOD
2026-01-06 17:37:58.000,"-6.9060653,107.5832548",NONCOD
2026-01-06 17:33:14.000,"-6.9472557,107.5930874",NONCOD
2026-01-06 15:18:00.000,"-6.9277261,107.6034583",NONCOD
2026-01-06 13:34:58.000,"-6.9204019,107.6106927",NONCOD
2026-01-06 13:53:54.000,"-6.91521,107.6157633",NONCOD
2026-01-06 12:42:39.000,"-6.9468358,107.6204133",NONCOD
2026-01-06 14:13:46.000,"-6.9000409,107.6049101",NONCOD
2026-01-06 13:57:23.000,"-6.9035317,107.5976317",NONCOD
2026-01-06 14:22:04.000,"-6.9827563,107.6331604",NONCOD
2026-01-06 15:40:06.000,"-6.9389964,107.60767",NONCOD
2026-01-06 15:14:53.000,"-6.950162,107.562646",NONCOD
2026-01-06 15:55:31.000,"-6.8869388,107.5836105",NONCOD
2026-01-06 15:49:29.000,"-6.9507397,107.5775364",NONCOD
2026-01-06 13:52:53.000,"-6.9484333,107.6654467",NONCOD
2026-01-06 12:53:34.000,"-6.9419768,107.6386767",NONCOD
2026-01-06 13:04:55.000,"-6.9135431,107.6455124",NONCOD
2026-01-06 13:26:55.000,"-6.9441509,107.6115824",NONCOD
2026-01-06 14:39:25.000,"-6.8752296,107.504059",NONCOD
2026-01-06 13:17:57.000,"-6.9297975,107.6108554",NONCOD
2026-01-06 15:55:34.000,"-6.8940304,107.627868",NONCOD
2026-01-06 16:30:52.000,"-6.889559,107.5894025",NONCOD
2026-01-06 16:07:11.000,"-6.9804568,107.5882184",NONCOD
2026-01-06 15:17:46.000,"-6.8639276,107.6065162",NONCOD
2026-01-06 15:33:47.000,"-6.8455108,107.4778534",NONCOD
2026-01-06 15:17:11.000,"-6.9290752,107.5909552",NONCOD
2026-01-06 14:23:02.000,"-6.9089065,107.64452",NONCOD
2026-01-06 15:32:41.000,"-6.878441,107.5765668",NONCOD
2026-01-06 17:07:29.000,"-6.8921917,107.6541117",NONCOD
2026-01-07 13:53:42.000,"-6.9337743,107.6613521",
2026-01-07 15:08:41.000,"-6.9107856,107.6670704",
2026-01-07 13:44:53.000,"-6.8889908,107.5793441",NONCOD
2026-01-07 16:44:32.000,"-6.8322759,107.4445799",NONCOD
2026-01-07 14:53:04.000,"-6.9638446,107.5636898",NONCOD
2026-01-07 14:04:03.000,"-6.9324883,107.6648639",NONCOD
2026-01-07 12:09:26.000,"-6.8267218,107.4815603",NONCOD
2026-01-07 10:55:14.000,"-6.9437305,107.6507192",NONCOD
2026-01-07 10:53:11.000,"-6.837905,107.4732414",NONCOD
2026-01-07 16:11:59.000,"-6.9404646,107.6000294",NONCOD
2026-01-07 13:46:15.000,"-6.9389447,107.7179248",NONCOD
2026-01-07 14:11:24.000,"-6.9452043,107.7131194",NONCOD
